enabled,record_id,family,asset_kind,preset_family,parent_id,parent_name,name,slug,source_dataset,source_feature_id,source_section,source_extraction_status,source_confidence,geometry_type,atlas_category,substyle,aspect_ratio,size,quality,transparent_background,source_summary,subject_brief,prompt_notes,negative_notes,prompt,output_filename,selection_notes
true,context-109-madison-ferry-terminal,transit,primary,locationEnvironment,district-4-meridian,Meridian,Madison Ferry Terminal,madison-ferry-terminal,context.geojson,109,Seattle Atlas,canonical-geojson,high,Point,transit,maritime,3:2,1536x1024,medium,false,Madison is Meridian's principal passenger and light-cargo terminal for Lake Washington crossings. Status: Active passenger and light-cargo terminal. Known for: Soundline service and Eastside expedition departures. Access: Ticketed public service with cargo and identity checks. Organizations: Soundline Co-op.,"An active passenger and light-cargo terminal on Lake Washington, with a Soundline-style commuter ferry, ticket and identity checks, expedition travelers, compact cargo, and views toward the Eastside. The facility should be functional, repaired, and crowded rather than sleek.",Use public atlas canon only. Preserve recognizable Puget Sound geography and the subject's relationship to adjacent districts or routes.,"do not reveal or invent GM-only actors, conspiracies, hidden facilities, secret inhabitants, unresolved rumors, or definitive explanations for ambiguous phenomena","Create original Cybermancy lore artwork for Madison Ferry Terminal, a focused cinematic location establishing image. Canonical context: Madison is Meridian's principal passenger and light-cargo terminal for Lake Washington crossings. Status: Active passenger and light-cargo terminal. Known for: Soundline service and Eastside expedition departures. Access: Ticketed public service with cargo and identity checks. Organizations: Soundline Co-op. Visual direction: An active passenger and light-cargo terminal on Lake Washington, with a Soundline-style commuter ferry, ticket and identity checks, expedition travelers, compact cargo, and views toward the Eastside. The facility should be functional, repaired, and crowded rather than sleek. Use a grounded semi-photorealistic Cybermancy aesthetic: believable near-future cyberpunk, lived-in human activity, functional technology, physically plausible architecture and materials, visible maintenance and repair, muted charcoal and steel colors, cool teal-blue ambient light, restrained amber-orange practical light, Seattle atmospheric depth, readable shadows, and selective technological or Resonance glow only where motivated. Compose as a 3:2 landscape environment suitable for an atlas lore panel, with a clear focal structure, foreground human scale, midground activity, and geographic context in the background. Avoid: do not reveal or invent GM-only actors, conspiracies, hidden facilities, secret inhabitants, unresolved rumors, or definitive explanations for ambiguous phenomena; text, captions, logos, readable signage, labels, maps, diagrams, borders, stat blocks, UI or HUD overlays, pseudo-writing, copyrighted character likenesses, cartoon or anime treatment, superhero styling, generic space-marine imagery, glossy plastic, excessive chrome, rainbow neon, unexplained glowing clutter, sterile utopian futurism, muddy darkness, or an uninhabited generic cyberpunk city.",poi-madison-ferry-terminal.webp,Generated from context.geojson feature 109; GM notes intentionally excluded from image prompt.
true,context-110-leschi-freight-terminal,transit,primary,locationEnvironment,district-4-meridian,Meridian,Leschi Freight Terminal,leschi-freight-terminal,context.geojson,110,Seattle Atlas,canonical-geojson,high,Point,transit,industrial,3:2,1536x1024,medium,false,"Leschi handles heavy freight, vehicles, and the bulk of the salvage returning from the Silicon Wilds. Status: Active heavy freight terminal. Known for: Vehicles, salvage shipments, and expedition cargo. Access: Controlled freight yards and scheduled vehicle ferries. Organizations: Crosswake Marine.","A controlled Lake Washington freight yard handling vehicle ferries, rugged cargo carriers, cranes, pallets of recovered technology, inspection crews, and salvage convoys arriving from the Eastside. Emphasize heavy logistics and security without corporate polish.",Use public atlas canon only. Preserve recognizable Puget Sound geography and the subject's relationship to adjacent districts or routes.,"do not reveal or invent GM-only actors, conspiracies, hidden facilities, secret inhabitants, unresolved rumors, or definitive explanations for ambiguous phenomena","Create original Cybermancy lore artwork for Leschi Freight Terminal, a focused cinematic location establishing image. Canonical context: Leschi handles heavy freight, vehicles, and the bulk of the salvage returning from the Silicon Wilds. Status: Active heavy freight terminal. Known for: Vehicles, salvage shipments, and expedition cargo. Access: Controlled freight yards and scheduled vehicle ferries. Organizations: Crosswake Marine. Visual direction: A controlled Lake Washington freight yard handling vehicle ferries, rugged cargo carriers, cranes, pallets of recovered technology, inspection crews, and salvage convoys arriving from the Eastside. Emphasize heavy logistics and security without corporate polish. Use a grounded semi-photorealistic Cybermancy aesthetic: believable near-future cyberpunk, lived-in human activity, functional technology, physically plausible architecture and materials, visible maintenance and repair, muted charcoal and steel colors, cool teal-blue ambient light, restrained amber-orange practical light, Seattle atmospheric depth, readable shadows, and selective technological or Resonance glow only where motivated. Compose as a 3:2 landscape environment suitable for an atlas lore panel, with a clear focal structure, foreground human scale, midground activity, and geographic context in the background. Avoid: do not reveal or invent GM-only actors, conspiracies, hidden facilities, secret inhabitants, unresolved rumors, or definitive explanations for ambiguous phenomena; text, captions, logos, readable signage, labels, maps, diagrams, borders, stat blocks, UI or HUD overlays, pseudo-writing, copyrighted character likenesses, cartoon or anime treatment, superhero styling, generic space-marine imagery, glossy plastic, excessive chrome, rainbow neon, unexplained glowing clutter, sterile utopian futurism, muddy darkness, or an uninhabited generic cyberpunk city.",poi-leschi-freight-terminal.webp,Generated from context.geojson feature 110; GM notes intentionally excluded from image prompt.
true,context-111-afterimage,landmark,primary,locationEnvironment,district-4-meridian,Meridian,Afterimage,afterimage,context.geojson,111,Seattle Atlas,canonical-geojson,high,Point,landmark,street,3:2,1536x1024,medium,false,"Afterimage is one of Meridian's best-known nightlife and deal-making venues. It is emphatically not neutral ground. Status: Active nightclub and deal venue. Known for: Music, runners, brokers, and dangerous private business. Access: Public club floor; selective private rooms.","A sophisticated but dangerous Meridian nightclub where music, brokers, runners, and private deals overlap. Use a credible repurposed urban interior, selective teal and amber light, guarded private balconies, and a crowd whose body language makes clear that the venue is influential but not neutral.",Use public atlas canon only. Preserve recognizable Puget Sound geography and the subject's relationship to adjacent districts or routes.,"do not reveal or invent GM-only actors, conspiracies, hidden facilities, secret inhabitants, unresolved rumors, or definitive explanations for ambiguous phenomena","Create original Cybermancy lore artwork for Afterimage, a focused cinematic location establishing image. Canonical context: Afterimage is one of Meridian's best-known nightlife and deal-making venues. It is emphatically not neutral ground. Status: Active nightclub and deal venue. Known for: Music, runners, brokers, and dangerous private business. Access: Public club floor; selective private rooms. Visual direction: A sophisticated but dangerous Meridian nightclub where music, brokers, runners, and private deals overlap. Use a credible repurposed urban interior, selective teal and amber light, guarded private balconies, and a crowd whose body language makes clear that the venue is influential but not neutral. Use a grounded semi-photorealistic Cybermancy aesthetic: believable near-future cyberpunk, lived-in human activity, functional technology, physically plausible architecture and materials, visible maintenance and repair, muted charcoal and steel colors, cool teal-blue ambient light, restrained amber-orange practical light, Seattle atmospheric depth, readable shadows, and selective technological or Resonance glow only where motivated. Compose as a 3:2 landscape environment suitable for an atlas lore panel, with a clear focal structure, foreground human scale, midground activity, and geographic context in the background. Avoid: do not reveal or invent GM-only actors, conspiracies, hidden facilities, secret inhabitants, unresolved rumors, or definitive explanations for ambiguous phenomena; text, captions, logos, readable signage, labels, maps, diagrams, borders, stat blocks, UI or HUD overlays, pseudo-writing, copyrighted character likenesses, cartoon or anime treatment, superhero styling, generic space-marine imagery, glossy plastic, excessive chrome, rainbow neon, unexplained glowing clutter, sterile utopian futurism, muddy darkness, or an uninhabited generic cyberpunk city.",poi-afterimage.webp,Generated from context.geojson feature 111; GM notes intentionally excluded from image prompt.
true,context-112-the-third-door,landmark,primary,locationEnvironment,district-4-meridian,Meridian,The Third Door,the-third-door,context.geojson,112,Seattle Atlas,canonical-geojson,high,Point,landmark,street,3:2,1536x1024,medium,false,"The Third Door is a tightly controlled neutral venue for experienced runners, fixers, and brokers. Violence or coercion inside carries consequences across Meridian. Status: Exclusive neutral runner venue. Known for: Introductions, arbitration, and protected negotiations. Access: Admission by established standing and invitation. Governance: The Three Elders enforce venue neutrality.","An exclusive neutral negotiation venue for experienced runners and fixers: an understated entrance, controlled reception, sound-dampened private booths, observant staff, and tense professionals meeting without visible weapons drawn. Convey enforced neutrality without depicting or naming its hidden overseers.",Use public atlas canon only. Preserve recognizable Puget Sound geography and the subject's relationship to adjacent districts or routes.,"do not reveal or invent GM-only actors, conspiracies, hidden facilities, secret inhabitants, unresolved rumors, or definitive explanations for ambiguous phenomena","Create original Cybermancy lore artwork for The Third Door, a focused cinematic location establishing image. Canonical context: The Third Door is a tightly controlled neutral venue for experienced runners, fixers, and brokers. Violence or coercion inside carries consequences across Meridian. Status: Exclusive neutral runner venue. Known for: Introductions, arbitration, and protected negotiations. Access: Admission by established standing and invitation. Governance: The Three Elders enforce venue neutrality. Visual direction: An exclusive neutral negotiation venue for experienced runners and fixers: an understated entrance, controlled reception, sound-dampened private booths, observant staff, and tense professionals meeting without visible weapons drawn. Convey enforced neutrality without depicting or naming its hidden overseers. Use a grounded semi-photorealistic Cybermancy aesthetic: believable near-future cyberpunk, lived-in human activity, functional technology, physically plausible architecture and materials, visible maintenance and repair, muted charcoal and steel colors, cool teal-blue ambient light, restrained amber-orange practical light, Seattle atmospheric depth, readable shadows, and selective technological or Resonance glow only where motivated. Compose as a 3:2 landscape environment suitable for an atlas lore panel, with a clear focal structure, foreground human scale, midground activity, and geographic context in the background. Avoid: do not reveal or invent GM-only actors, conspiracies, hidden facilities, secret inhabitants, unresolved rumors, or definitive explanations for ambiguous phenomena; text, captions, logos, readable signage, labels, maps, diagrams, borders, stat blocks, UI or HUD overlays, pseudo-writing, copyrighted character likenesses, cartoon or anime treatment, superhero styling, generic space-marine imagery, glossy plastic, excessive chrome, rainbow neon, unexplained glowing clutter, sterile utopian futurism, muddy darkness, or an uninhabited generic cyberpunk city.",poi-the-third-door.webp,Generated from context.geojson feature 112; GM notes intentionally excluded from image prompt.
true,context-113-the-foundry,landmark,primary,locationEnvironment,district-7-gasworks,Gasworks,The Foundry,the-foundry,context.geojson,113,Seattle Atlas,canonical-geojson,high,Point,landmark,industrial,3:2,1536x1024,medium,false,"The Foundry is Gasworks' central shared makerspace and industrial complex, providing equipment and work areas that small shops could not maintain alone. Status: Shared makerspace and industrial complex. Known for: Fabrication bays, prototyping, induction, and workshop collaboration. Access: Members receive priority; visitors require sponsorship or a public event. Organizations: Greater Seattle Workshop Exchange.","A vast converted industrial makerspace near Gas Works Park, filled with fabrication bays, machine tools, cranes, shared worktables, half-finished prototypes, safety markings, and many generations of ongoing projects. Show skilled members collaborating and sponsoring visitors in a functional, crowded space.",Use public atlas canon only. Preserve recognizable Puget Sound geography and the subject's relationship to adjacent districts or routes.,"do not reveal or invent GM-only actors, conspiracies, hidden facilities, secret inhabitants, unresolved rumors, or definitive explanations for ambiguous phenomena","Create original Cybermancy lore artwork for The Foundry, a focused cinematic location establishing image. Canonical context: The Foundry is Gasworks' central shared makerspace and industrial complex, providing equipment and work areas that small shops could not maintain alone. Status: Shared makerspace and industrial complex. Known for: Fabrication bays, prototyping, induction, and workshop collaboration. Access: Members receive priority; visitors require sponsorship or a public event. Organizations: Greater Seattle Workshop Exchange. Visual direction: A vast converted industrial makerspace near Gas Works Park, filled with fabrication bays, machine tools, cranes, shared worktables, half-finished prototypes, safety markings, and many generations of ongoing projects. Show skilled members collaborating and sponsoring visitors in a functional, crowded space. Use a grounded semi-photorealistic Cybermancy aesthetic: believable near-future cyberpunk, lived-in human activity, functional technology, physically plausible architecture and materials, visible maintenance and repair, muted charcoal and steel colors, cool teal-blue ambient light, restrained amber-orange practical light, Seattle atmospheric depth, readable shadows, and selective technological or Resonance glow only where motivated. Compose as a 3:2 landscape environment suitable for an atlas lore panel, with a clear focal structure, foreground human scale, midground activity, and geographic context in the background. Avoid: do not reveal or invent GM-only actors, conspiracies, hidden facilities, secret inhabitants, unresolved rumors, or definitive explanations for ambiguous phenomena; text, captions, logos, readable signage, labels, maps, diagrams, borders, stat blocks, UI or HUD overlays, pseudo-writing, copyrighted character likenesses, cartoon or anime treatment, superhero styling, generic space-marine imagery, glossy plastic, excessive chrome, rainbow neon, unexplained glowing clutter, sterile utopian futurism, muddy darkness, or an uninhabited generic cyberpunk city.",poi-the-foundry.webp,Generated from context.geojson feature 113; GM notes intentionally excluded from image prompt.
true,context-114-gas-works-park,landmark,primary,locationEnvironment,district-7-gasworks,Gasworks,Gas Works Park,gas-works-park,context.geojson,114,Seattle Atlas,canonical-geojson,high,Point,landmark,industrial,3:2,1536x1024,medium,false,"The preserved industrial structures of Gas Works Park remain a district landmark and gathering place. Status: Public industrial landmark. Known for: Old machinery, gatherings, and views across the canal. Access: Open grounds with locally posted restrictions.","The preserved towers, pipes, and painted machinery of Gas Works Park used as an open public gathering place, with district residents, makers, and families overlooking the canal. Keep all activity above ground and do not imply secret tunnels, creatures, or confirmed subsurface structures.",Use public atlas canon only. Preserve recognizable Puget Sound geography and the subject's relationship to adjacent districts or routes.,"do not reveal or invent GM-only actors, conspiracies, hidden facilities, secret inhabitants, unresolved rumors, or definitive explanations for ambiguous phenomena","Create original Cybermancy lore artwork for Gas Works Park, a focused cinematic location establishing image. Canonical context: The preserved industrial structures of Gas Works Park remain a district landmark and gathering place. Status: Public industrial landmark. Known for: Old machinery, gatherings, and views across the canal. Access: Open grounds with locally posted restrictions. Visual direction: The preserved towers, pipes, and painted machinery of Gas Works Park used as an open public gathering place, with district residents, makers, and families overlooking the canal. Keep all activity above ground and do not imply secret tunnels, creatures, or confirmed subsurface structures. Use a grounded semi-photorealistic Cybermancy aesthetic: believable near-future cyberpunk, lived-in human activity, functional technology, physically plausible architecture and materials, visible maintenance and repair, muted charcoal and steel colors, cool teal-blue ambient light, restrained amber-orange practical light, Seattle atmospheric depth, readable shadows, and selective technological or Resonance glow only where motivated. Compose as a 3:2 landscape environment suitable for an atlas lore panel, with a clear focal structure, foreground human scale, midground activity, and geographic context in the background. Avoid: do not reveal or invent GM-only actors, conspiracies, hidden facilities, secret inhabitants, unresolved rumors, or definitive explanations for ambiguous phenomena; text, captions, logos, readable signage, labels, maps, diagrams, borders, stat blocks, UI or HUD overlays, pseudo-writing, copyrighted character likenesses, cartoon or anime treatment, superhero styling, generic space-marine imagery, glossy plastic, excessive chrome, rainbow neon, unexplained glowing clutter, sterile utopian futurism, muddy darkness, or an uninhabited generic cyberpunk city.",poi-gas-works-park.webp,Generated from context.geojson feature 114; GM notes intentionally excluded from image prompt.
true,context-115-fremont-lenin-statue,landmark,primary,locationEnvironment,district-7-gasworks,Gasworks,Fremont Lenin Statue,fremont-lenin-statue,context.geojson,115,Seattle Atlas,canonical-geojson,high,Point,landmark,civic,3:2,1536x1024,medium,false,The old Lenin statue survives as a familiar meeting point and symbol of the district's cultivated weirdness. Status: Public neighborhood landmark. Known for: Gasworks' inherited eccentric civic identity. Access: Open street access.,"The familiar Lenin statue as a public meeting point amid Gasworks' eccentric street life, surrounded by repaired storefronts, public art, bicycles, makers, and neighborhood foot traffic. Preserve the landmark's recognizable physical presence without adding readable slogans or political text.",Use public atlas canon only. Preserve recognizable Puget Sound geography and the subject's relationship to adjacent districts or routes.,"do not reveal or invent GM-only actors, conspiracies, hidden facilities, secret inhabitants, unresolved rumors, or definitive explanations for ambiguous phenomena","Create original Cybermancy lore artwork for Fremont Lenin Statue, a focused cinematic location establishing image. Canonical context: The old Lenin statue survives as a familiar meeting point and symbol of the district's cultivated weirdness. Status: Public neighborhood landmark. Known for: Gasworks' inherited eccentric civic identity. Access: Open street access. Visual direction: The familiar Lenin statue as a public meeting point amid Gasworks' eccentric street life, surrounded by repaired storefronts, public art, bicycles, makers, and neighborhood foot traffic. Preserve the landmark's recognizable physical presence without adding readable slogans or political text. Use a grounded semi-photorealistic Cybermancy aesthetic: believable near-future cyberpunk, lived-in human activity, functional technology, physically plausible architecture and materials, visible maintenance and repair, muted charcoal and steel colors, cool teal-blue ambient light, restrained amber-orange practical light, Seattle atmospheric depth, readable shadows, and selective technological or Resonance glow only where motivated. Compose as a 3:2 landscape environment suitable for an atlas lore panel, with a clear focal structure, foreground human scale, midground activity, and geographic context in the background. Avoid: do not reveal or invent GM-only actors, conspiracies, hidden facilities, secret inhabitants, unresolved rumors, or definitive explanations for ambiguous phenomena; text, captions, logos, readable signage, labels, maps, diagrams, borders, stat blocks, UI or HUD overlays, pseudo-writing, copyrighted character likenesses, cartoon or anime treatment, superhero styling, generic space-marine imagery, glossy plastic, excessive chrome, rainbow neon, unexplained glowing clutter, sterile utopian futurism, muddy darkness, or an uninhabited generic cyberpunk city.",poi-fremont-lenin-statue.webp,Generated from context.geojson feature 115; GM notes intentionally excluded from image prompt.
true,context-116-physics-astronomy-prometheus-shard,landmark,primary,locationEnvironment,district-8-university-enclave,University Enclave,Physics-Astronomy Prometheus Shard,physics-astronomy-prometheus-shard,context.geojson,116,Seattle Atlas,canonical-geojson,high,Point,landmark,academic,3:2,1536x1024,medium,false,"An expended Prometheus Shard is displayed in the Physics-Astronomy lobby under university security. Status: Publicly displayed, expended artifact. Known for: One of the university's two expended Prometheus Shards. Access: Public lobby during campus hours.","A dark, expended technological artifact displayed securely in a university physics-astronomy lobby, surrounded by restrained cases, scientific instruments, students, and visible security observation. It should look inert but historically consequential, with no active magical discharge.",Use public atlas canon only. Preserve recognizable Puget Sound geography and the subject's relationship to adjacent districts or routes.,"do not reveal or invent GM-only actors, conspiracies, hidden facilities, secret inhabitants, unresolved rumors, or definitive explanations for ambiguous phenomena","Create original Cybermancy lore artwork for Physics-Astronomy Prometheus Shard, a focused cinematic location establishing image. Canonical context: An expended Prometheus Shard is displayed in the Physics-Astronomy lobby under university security. Status: Publicly displayed, expended artifact. Known for: One of the university's two expended Prometheus Shards. Access: Public lobby during campus hours. Visual direction: A dark, expended technological artifact displayed securely in a university physics-astronomy lobby, surrounded by restrained cases, scientific instruments, students, and visible security observation. It should look inert but historically consequential, with no active magical discharge. Use a grounded semi-photorealistic Cybermancy aesthetic: believable near-future cyberpunk, lived-in human activity, functional technology, physically plausible architecture and materials, visible maintenance and repair, muted charcoal and steel colors, cool teal-blue ambient light, restrained amber-orange practical light, Seattle atmospheric depth, readable shadows, and selective technological or Resonance glow only where motivated. Compose as a 3:2 landscape environment suitable for an atlas lore panel, with a clear focal structure, foreground human scale, midground activity, and geographic context in the background. Avoid: do not reveal or invent GM-only actors, conspiracies, hidden facilities, secret inhabitants, unresolved rumors, or definitive explanations for ambiguous phenomena; text, captions, logos, readable signage, labels, maps, diagrams, borders, stat blocks, UI or HUD overlays, pseudo-writing, copyrighted character likenesses, cartoon or anime treatment, superhero styling, generic space-marine imagery, glossy plastic, excessive chrome, rainbow neon, unexplained glowing clutter, sterile utopian futurism, muddy darkness, or an uninhabited generic cyberpunk city.",poi-physics-astronomy-prometheus-shard.webp,Generated from context.geojson feature 116; GM notes intentionally excluded from image prompt.
true,context-117-allen-center-prometheus-shard,landmark,primary,locationEnvironment,district-8-university-enclave,University Enclave,Allen Center Prometheus Shard,allen-center-prometheus-shard,context.geojson,117,Seattle Atlas,canonical-geojson,high,Point,landmark,academic,3:2,1536x1024,medium,false,"An expended Prometheus Shard is displayed in the Allen Center lobby under university and corporate observation. Status: Publicly displayed, expended artifact. Known for: One of the university's two expended Prometheus Shards. Access: Public lobby during campus hours.","An expended Prometheus Shard inside a modern computing-center lobby under both university and corporate observation, with glass, concrete, access controls, researchers, and subtle surveillance. Distinguish the setting from the physics display while keeping the artifact inert and unexplained.",Use public atlas canon only. Preserve recognizable Puget Sound geography and the subject's relationship to adjacent districts or routes.,"do not reveal or invent GM-only actors, conspiracies, hidden facilities, secret inhabitants, unresolved rumors, or definitive explanations for ambiguous phenomena","Create original Cybermancy lore artwork for Allen Center Prometheus Shard, a focused cinematic location establishing image. Canonical context: An expended Prometheus Shard is displayed in the Allen Center lobby under university and corporate observation. Status: Publicly displayed, expended artifact. Known for: One of the university's two expended Prometheus Shards. Access: Public lobby during campus hours. Visual direction: An expended Prometheus Shard inside a modern computing-center lobby under both university and corporate observation, with glass, concrete, access controls, researchers, and subtle surveillance. Distinguish the setting from the physics display while keeping the artifact inert and unexplained. Use a grounded semi-photorealistic Cybermancy aesthetic: believable near-future cyberpunk, lived-in human activity, functional technology, physically plausible architecture and materials, visible maintenance and repair, muted charcoal and steel colors, cool teal-blue ambient light, restrained amber-orange practical light, Seattle atmospheric depth, readable shadows, and selective technological or Resonance glow only where motivated. Compose as a 3:2 landscape environment suitable for an atlas lore panel, with a clear focal structure, foreground human scale, midground activity, and geographic context in the background. Avoid: do not reveal or invent GM-only actors, conspiracies, hidden facilities, secret inhabitants, unresolved rumors, or definitive explanations for ambiguous phenomena; text, captions, logos, readable signage, labels, maps, diagrams, borders, stat blocks, UI or HUD overlays, pseudo-writing, copyrighted character likenesses, cartoon or anime treatment, superhero styling, generic space-marine imagery, glossy plastic, excessive chrome, rainbow neon, unexplained glowing clutter, sterile utopian futurism, muddy darkness, or an uninhabited generic cyberpunk city.",poi-allen-center-prometheus-shard.webp,Generated from context.geojson feature 117; GM notes intentionally excluded from image prompt.
true,context-118-bombshell-mutual-works,settlement,primary,locationEnvironment,district-10-bombshell,Bombshell,Bombshell Mutual Works,bombshell-mutual-works,context.geojson,118,Seattle Atlas,canonical-geojson,high,Point,settlement,civic,3:2,1536x1024,medium,false,"Auntie Lee Varga's mutual-aid network coordinates repairs, supplies, and neighborhood rebuilding across Bombshell. Status: Active mutual-aid and reconstruction hub. Known for: Repairs, supplies, neighborhood coordination, and practical relief. Access: Open to residents and volunteers subject to local safety rules. Organizations: Bombshell Mutual Works.","A busy mutual-aid and reconstruction hub in a repaired warehouse: supply shelves, tool lending, neighborhood maps without readable text, repair teams, food distribution, and residents coordinating practical relief. The atmosphere should be competent, welcoming, and under-resourced rather than sentimental.",Use public atlas canon only. Preserve recognizable Puget Sound geography and the subject's relationship to adjacent districts or routes.,"do not reveal or invent GM-only actors, conspiracies, hidden facilities, secret inhabitants, unresolved rumors, or definitive explanations for ambiguous phenomena","Create original Cybermancy lore artwork for Bombshell Mutual Works, a focused cinematic location establishing image. Canonical context: Auntie Lee Varga's mutual-aid network coordinates repairs, supplies, and neighborhood rebuilding across Bombshell. Status: Active mutual-aid and reconstruction hub. Known for: Repairs, supplies, neighborhood coordination, and practical relief. Access: Open to residents and volunteers subject to local safety rules. Organizations: Bombshell Mutual Works. Visual direction: A busy mutual-aid and reconstruction hub in a repaired warehouse: supply shelves, tool lending, neighborhood maps without readable text, repair teams, food distribution, and residents coordinating practical relief. The atmosphere should be competent, welcoming, and under-resourced rather than sentimental. Use a grounded semi-photorealistic Cybermancy aesthetic: believable near-future cyberpunk, lived-in human activity, functional technology, physically plausible architecture and materials, visible maintenance and repair, muted charcoal and steel colors, cool teal-blue ambient light, restrained amber-orange practical light, Seattle atmospheric depth, readable shadows, and selective technological or Resonance glow only where motivated. Compose as a 3:2 landscape environment suitable for an atlas lore panel, with a clear focal structure, foreground human scale, midground activity, and geographic context in the background. Avoid: do not reveal or invent GM-only actors, conspiracies, hidden facilities, secret inhabitants, unresolved rumors, or definitive explanations for ambiguous phenomena; text, captions, logos, readable signage, labels, maps, diagrams, borders, stat blocks, UI or HUD overlays, pseudo-writing, copyrighted character likenesses, cartoon or anime treatment, superhero styling, generic space-marine imagery, glossy plastic, excessive chrome, rainbow neon, unexplained glowing clutter, sterile utopian futurism, muddy darkness, or an uninhabited generic cyberpunk city.",poi-bombshell-mutual-works.webp,Generated from context.geojson feature 118; GM notes intentionally excluded from image prompt.
true,context-119-church-of-the-shattered-glass,landmark,primary,locationEnvironment,district-10-bombshell,Bombshell,Church of the Shattered Glass,church-of-the-shattered-glass,context.geojson,119,Seattle Atlas,canonical-geojson,high,Point,landmark,uncanny,3:2,1536x1024,medium,false,"The Church of the Shattered Glass is an active Bombshell congregation led by Sister Rhea Calder, offering community support alongside uncompromising spiritual teaching. Status: Active Bombshell congregation. Known for: Mutual support, apocalyptic preaching, and Sister Rhea Calder. Access: Open services; congregation-controlled private areas.","An active Bombshell congregation inside a repaired church whose damaged stained glass has been deliberately preserved and reassembled, with worshippers, mutual-aid supplies, candlelight, and uncompromising ritual geometry. Keep the supernatural implication restrained and do not explicitly reveal the true object of worship.",Use public atlas canon only. Preserve recognizable Puget Sound geography and the subject's relationship to adjacent districts or routes.,"do not reveal or invent GM-only actors, conspiracies, hidden facilities, secret inhabitants, unresolved rumors, or definitive explanations for ambiguous phenomena","Create original Cybermancy lore artwork for Church of the Shattered Glass, a focused cinematic location establishing image. Canonical context: The Church of the Shattered Glass is an active Bombshell congregation led by Sister Rhea Calder, offering community support alongside uncompromising spiritual teaching. Status: Active Bombshell congregation. Known for: Mutual support, apocalyptic preaching, and Sister Rhea Calder. Access: Open services; congregation-controlled private areas. Visual direction: An active Bombshell congregation inside a repaired church whose damaged stained glass has been deliberately preserved and reassembled, with worshippers, mutual-aid supplies, candlelight, and uncompromising ritual geometry. Keep the supernatural implication restrained and do not explicitly reveal the true object of worship. Use a grounded semi-photorealistic Cybermancy aesthetic: believable near-future cyberpunk, lived-in human activity, functional technology, physically plausible architecture and materials, visible maintenance and repair, muted charcoal and steel colors, cool teal-blue ambient light, restrained amber-orange practical light, Seattle atmospheric depth, readable shadows, and selective technological or Resonance glow only where motivated. Compose as a 3:2 landscape environment suitable for an atlas lore panel, with a clear focal structure, foreground human scale, midground activity, and geographic context in the background. Avoid: do not reveal or invent GM-only actors, conspiracies, hidden facilities, secret inhabitants, unresolved rumors, or definitive explanations for ambiguous phenomena; text, captions, logos, readable signage, labels, maps, diagrams, borders, stat blocks, UI or HUD overlays, pseudo-writing, copyrighted character likenesses, cartoon or anime treatment, superhero styling, generic space-marine imagery, glossy plastic, excessive chrome, rainbow neon, unexplained glowing clutter, sterile utopian futurism, muddy darkness, or an uninhabited generic cyberpunk city.",poi-church-of-the-shattered-glass.webp,Generated from context.geojson feature 119; GM notes intentionally excluded from image prompt.
true,context-120-west-seattle-high-bridge,transit,primary,locationEnvironment,district-11-west-seattle,West Seattle,West Seattle High Bridge,west-seattle-high-bridge,context.geojson,120,Seattle Atlas,canonical-geojson,high,Point,transit,industrial,3:2,1536x1024,medium,false,"The surviving high bridge remains one of West Seattle's principal overland connections and is guarded by Civic Guard checkpoints. Status: Surviving controlled crossing. Known for: Primary bridge access to West Seattle. Access: Identity, cargo, and weapons checks.","A surviving high bridge operating as critical infrastructure, with repaired spans, Civic Guard checkpoints, inspection lanes, freight traffic, and the peninsula visible beyond. Show controlled everyday passage rather than an active combat scene.",Use public atlas canon only. Preserve recognizable Puget Sound geography and the subject's relationship to adjacent districts or routes.,"do not reveal or invent GM-only actors, conspiracies, hidden facilities, secret inhabitants, unresolved rumors, or definitive explanations for ambiguous phenomena","Create original Cybermancy lore artwork for West Seattle High Bridge, a focused cinematic location establishing image. Canonical context: The surviving high bridge remains one of West Seattle's principal overland connections and is guarded by Civic Guard checkpoints. Status: Surviving controlled crossing. Known for: Primary bridge access to West Seattle. Access: Identity, cargo, and weapons checks. Visual direction: A surviving high bridge operating as critical infrastructure, with repaired spans, Civic Guard checkpoints, inspection lanes, freight traffic, and the peninsula visible beyond. Show controlled everyday passage rather than an active combat scene. Use a grounded semi-photorealistic Cybermancy aesthetic: believable near-future cyberpunk, lived-in human activity, functional technology, physically plausible architecture and materials, visible maintenance and repair, muted charcoal and steel colors, cool teal-blue ambient light, restrained amber-orange practical light, Seattle atmospheric depth, readable shadows, and selective technological or Resonance glow only where motivated. Compose as a 3:2 landscape environment suitable for an atlas lore panel, with a clear focal structure, foreground human scale, midground activity, and geographic context in the background. Avoid: do not reveal or invent GM-only actors, conspiracies, hidden facilities, secret inhabitants, unresolved rumors, or definitive explanations for ambiguous phenomena; text, captions, logos, readable signage, labels, maps, diagrams, borders, stat blocks, UI or HUD overlays, pseudo-writing, copyrighted character likenesses, cartoon or anime treatment, superhero styling, generic space-marine imagery, glossy plastic, excessive chrome, rainbow neon, unexplained glowing clutter, sterile utopian futurism, muddy darkness, or an uninhabited generic cyberpunk city.",poi-west-seattle-high-bridge.webp,Generated from context.geojson feature 120; GM notes intentionally excluded from image prompt.
